id_contrato;id_inadimplencia;fg_pg_em_dia;fg_atraso_30dias;fg_atraso_60dias;fg_atraso_90dias;id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade;id_veiculo;velocidade_max;cilindradas;qtd_portas;qtd_assentos;modelo_veiculo;marca_veiculo;tipo_veiculo;valor_veiculo;vetor_caracteristica;id_vendedor_loja;nm_vendedor;nm_loja;cidade_loja;estado_loja;uf_loja;regiao_loja;id_dados_financiamento;prazo;faixa_score;id_tempo;mes;ano;qtd_veiculos;vlr_financiado;vlr_entrada;vlr_juros;vlr_operacao
74;4;1;0;0;0;541;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;11;Junho;2021;1;77160;115740;3858;81018
75;4;1;0;0;0;176;Osasco;São Paulo;SP;Funcionário Público;02. 26 a 30 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;7;24;02_BOM;4;Novembro;2020;1;13065;52260;653.25;13718.25
76;4;1;0;0;0;848;Curitiba;Paraná;PR;Funcionário Público;08. 56 a 60 anos;26;229;2;5;5;BMW 3 Series cupê;BMW;cupê;253950;{229, 2.0, 5, 5, 6};57;Lucas Gabriel Moraes;Metrosul;Curitiba;Paraná;PR;Sul;4;48;01_EXCELENTE;11;Junho;2021;1;101580;152370;3047.4;104627.4
77;4;1;0;0;0;950;São José dos Pinhais;Paraná;PR;Empresário;05. 41 a 45 anos;85;217;2;5;5;Evoque;Land Rover;SUV;372950;{217, 2.0, 5, 5, 2};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;1;12;01_EXCELENTE;6;Janeiro;2021;1;111885;261065;3356.55;115241.55
78;1;0;1;0;0;248;São Paulo;São Paulo;SP;Funcionário Público;03. 31 a 35 anos;100;210;2;5;5;Volvo XC60;Volvo;SUV;389950;{210, 2.0, 5, 5, 2};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;11;24;03_RUIM;1;Agosto;2020;1;272965;116985;19107.55;292072.55
79;3;0;1;1;1;963;São José dos Pinhais;Paraná;PR;Militar;05. 41 a 45 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};57;Lucas Gabriel Moraes;Metrosul;Curitiba;Paraná;PR;Sul;1;12;01_EXCELENTE;4;Novembro;2020;1;247230;27470;7416.9;254646.9
80;3;0;1;1;1;488;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;11;Junho;2021;1;343755;38195;17187.75;360942.75
81;1;0;1;0;0;279;São Paulo;São Paulo;SP;Militar;03. 31 a 35 anos;56;185;1.6;5;5;Cross Polo;Volkswagen;crossover;93390;{185, 1.6, 5, 5, 11};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;7;24;02_BOM;5;Dezembro;2020;1;84051;9339;4202.55;88253.55
82;1;0;1;0;0;674;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;12;36;03_RUIM;9;Abril;2021;1;119590;478360;8371.3;127961.3
83;2;0;1;1;0;928;São José dos Pinhais;Paraná;PR;Profissional Liberal;04. 36 a 40 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};59;Pedro Moraes;Metrosul;Curitiba;Paraná;PR;Sul;2;24;01_EXCELENTE;5;Dezembro;2020;4;65325;195975;1959.75;67284.75
84;1;0;1;0;0;590;Rio de Janeiro;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos;102;190;2;5;5;ASX;Mitsubishi;SUV;125990;{190, 2.0, 5, 5, 2};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;13;12;04_PESSIMO;2;Setembro;2020;1;62995;62995;6299.5;69294.5
85;3;0;1;1;1;246;São Paulo;São Paulo;SP;Profissional Liberal;08. 56 a 60 anos;82;190;2;5;5;ix35;Hyundai;SUV;118200;{190, 2.0, 5, 5, 2};30;Gabriel Martins;Caraigá;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;12;Julho;2021;1;35460;82740;1773;37233
86;1;0;1;0;0;382;São Paulo;São Paulo;SP;Assalariado;09. 61 a 65 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};26;João Miguel Correia;Mercadocar;São Paulo;São Paulo;SP;Sudeste;14;24;04_PESSIMO;9;Abril;2021;1;1039986.5;445708.5;103998.65;1143985.15
87;1;0;1;0;0;976;Pinhais;Paraná;PR;Assalariado;06. 46 a 50 anos;39;210;5.5;5;5;Benz G Class AMG;Mercedes-Benz;SUV;1685900;{210, 5.5, 5, 5, 2};58;Maria Cecília Martins;Metrosul;Curitiba;Paraná;PR;Sul;4;48;01_EXCELENTE;2;Setembro;2020;1;1011540;674360;30346.2;1041886.2
88;3;0;1;1;1;789;Niterói;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos;76;192;1.6;2;2;MINI ROADSTER;Mini;conversível;259990;{192, 1.6, 2, 2, 12};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;15;36;04_PESSIMO;1;Agosto;2020;1;155994;103996;15599.4;171593.4
89;1;0;1;0;0;75;Jandira;São Paulo;SP;Empresário;01. 18 a 24 anos;103;190;2;5;5;Outlander;Mitsubishi;SUV;208990;{190, 2.0, 5, 5, 2};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;8;36;02_BOM;1;Agosto;2020;1;62697;146293;3134.85;65831.85
90;1;0;1;0;0;646;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;10;12;03_RUIM;7;Fevereiro;2021;1;45727.5;19597.5;3200.925;48928.425
91;4;1;0;0;0;414;Rio de Janeiro;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos;65;195;1.6;5;5;New Focus hatch;Ford;hatch;65235;{195, 1.6, 5, 5, 4};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;11;24;03_RUIM;7;Fevereiro;2021;1;26094;39141;1826.58;27920.58
92;4;1;0;0;0;787;Niterói;Rio de Janeiro;RJ;Empresário;09. 61 a 65 anos;73;179;1.6;3;4;MINI CLUBMAN;Mini;hatch;269990;{179, 1.6, 3, 4, 4};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;9;Abril;2021;1;134995;134995;4049.85;139044.85
93;4;1;0;0;0;30;Mairiporã;São Paulo;SP;Assalariado;05. 41 a 45 anos;80;238;1.6;3;4;MINI JCW COUPE;Mini;hatch;146950;{238, 1.6, 3, 4, 4};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;13;Agosto;2021;1;73475;73475;2204.25;75679.25
94;4;1;0;0;0;482;Rio de Janeiro;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos;31;212;2;5;5;BMW X4;BMW;SUV;444950;{212, 2.0, 5, 5, 2};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;11;Junho;2021;1;266970;177980;8009.1;274979.1
95;4;1;0;0;0;39;Diadema;São Paulo;SP;Militar;09. 61 a 65 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;13;Agosto;2021;1;137350;137350;4120.5;141470.5
96;4;1;0;0;0;195;Itapecerica da Serra;São Paulo;SP;Autonômo;06. 46 a 50 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;14;24;04_PESSIMO;10;Maio;2021;1;36012;84028;3601.2;39613.2
97;4;1;0;0;0;506;Rio de Janeiro;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;4;Novembro;2020;1;36012;84028;1080.36;37092.36
98;4;1;0;0;0;570;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;29;250;3;4;5;BMW 7 Series hybrid;BMW;sedan;656950;{250, 3.0, 4, 5, 3};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;9;Abril;2021;1;262780;394170;7883.4;270663.4
99;4;1;0;0;0;730;Niterói;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};44;João Vitor da Mota;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;5;Dezembro;2020;1;290500;124500;8715;299215
100;4;1;0;0;0;842;Curitiba;Paraná;PR;Autonômo;02. 26 a 30 anos;101;170;3;5;5;Pajero;Mitsubishi;SUV;348990;{170, 3.0, 5, 5, 2};57;Lucas Gabriel Moraes;Metrosul;Curitiba;Paraná;PR;Sul;8;36;02_BOM;8;Março;2021;1;104697;244293;5234.85;109931.85
101;4;1;0;0;0;300;São Paulo;São Paulo;SP;Empresário;06. 46 a 50 anos;87;186;1.6;4;5;Cerato;Kia;sedan;129990;{186, 1.6, 4, 5, 3};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;6;12;02_BOM;5;Dezembro;2020;1;51996;77994;2599.8;54595.8
102;4;1;0;0;0;370;São Paulo;São Paulo;SP;Profissional Liberal;03. 31 a 35 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;6;12;02_BOM;2;Setembro;2020;1;107980;161970;5399;113379
103;4;1;0;0;0;961;São José dos Pinhais;Paraná;PR;Empresário;01. 18 a 24 anos;48;182;2;5;5;Honda CR-V;Honda;SUV;274700;{182, 2.0, 5, 5, 2};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;4;48;01_EXCELENTE;11;Junho;2021;1;164820;109880;4944.6;169764.6
104;4;1;0;0;0;794;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;31;212;2;5;5;BMW X4;BMW;SUV;444950;{212, 2.0, 5, 5, 2};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;13;Agosto;2021;1;177980;266970;8899;186879
105;4;1;0;0;0;591;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos;46;250;3;4;5;Benz S Class;Mercedes-Benz;sedan;1330900;{250, 3.0, 4, 5, 3};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;13;Agosto;2021;1;266180;1064720;7985.4;274165.4
106;4;1;0;0;0;952;São José dos Pinhais;Paraná;PR;Funcionário Público;07. 51 a 55 anos;15;210;1.6;4;5;BMW 3 Series;BMW;sedan;245043;{210, 1.6, 4, 5, 3};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;14;24;04_PESSIMO;8;Março;2021;1;98017.2;147025.8;9801.72;107818.92
107;4;1;0;0;0;292;São Paulo;São Paulo;SP;Assalariado;01. 18 a 24 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};12;Nathan da Cunha;AutoStar;São Paulo;São Paulo;SP;Sudeste;13;12;04_PESSIMO;11;Junho;2021;1;342392;85598;34239.2;376631.2
108;4;1;0;0;0;547;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos;17;225;2;4;5;BMW 5 Series Sedan;BMW;sedan;425950;{225, 2.0, 4, 5, 3};37;Bianca Nascimento;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;3;Outubro;2020;1;383355;42595;19167.75;402522.75
109;4;1;0;0;0;647;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos;86;210;3;5;5;Range Rover Sport;Land Rover;SUV;982950;{210, 3.0, 5, 5, 2};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;10;Maio;2021;1;589770;393180;29488.5;619258.5
110;4;1;0;0;0;538;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;6;Janeiro;2021;1;373500;41500;11205;384705
111;4;1;0;0;0;18;Diadema;São Paulo;SP;Funcionário Público;03. 31 a 35 anos;52;262;3;5;4;Panamera;Porsche;esportivo;649000;{262, 3.0, 5, 4, 10};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;6;Janeiro;2021;1;454300;194700;13629;467929
112;4;1;0;0;0;792;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;3;Outubro;2020;1;30795;30795;923.85;31718.85
113;4;1;0;0;0;202;São Paulo;São Paulo;SP;Autonômo;05. 41 a 45 anos;82;190;2;5;5;ix35;Hyundai;SUV;118200;{190, 2.0, 5, 5, 2};29;Carolina da Cunha;Caraigá;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;1;Agosto;2020;1;59100;59100;2955;62055
114;4;1;0;0;0;610;Botafogo;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;36;240;2;2;4;Benz E Class;Mercedes-Benz;esportivo;557900;{240, 2.0, 2, 4, 10};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;8;Março;2021;1;502110;55790;25105.5;527215.5
115;4;1;0;0;0;456;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;12;Julho;2021;1;105183;11687;3155.49;108338.49
116;4;1;0;0;0;86;Jandira;São Paulo;SP;Autonômo;09. 61 a 65 anos;90;190;2.2;5;5;Sorento;Kia;SUV;199990;{190, 2.2, 5, 5, 2};5;Bruno Cunha;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;13;12;04_PESSIMO;1;Agosto;2020;1;79996;119994;7999.6;87995.6
117;4;1;0;0;0;914;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;5;60;01_EXCELENTE;6;Janeiro;2021;2;178000;178000;5340;183340
118;4;1;0;0;0;60;São Paulo;São Paulo;SP;Militar;06. 46 a 50 anos;28;240;2;5;5;BMW 5 Series;BMW;cupê;425950;{240, 2.0, 5, 5, 6};27;João Pedro Viana;Mercadocar;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;2;Setembro;2020;1;298165;127785;14908.25;313073.25
119;4;1;0;0;0;419;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;6;Janeiro;2021;1;114995;114995;5749.75;120744.75
120;4;1;0;0;0;757;Niterói;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos;73;179;1.6;3;4;MINI CLUBMAN;Mini;hatch;269990;{179, 1.6, 3, 4, 4};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;5;Dezembro;2020;1;53998;215992;1619.94;55617.94
121;4;1;0;0;0;224;São Paulo;São Paulo;SP;Assalariado;02. 26 a 30 anos;81;315;3.8;2;4;Nissan GT-R;Nissan;esportivo;900000;{315, 3.8, 2, 4, 10};11;Anthony Rocha;AutoStar;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;6;Janeiro;2021;1;540000;360000;16200;556200
122;4;1;0;0;0;413;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos;36;240;2;2;4;Benz E Class;Mercedes-Benz;esportivo;557900;{240, 2.0, 2, 4, 10};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;13;Agosto;2021;1;502110;55790;15063.3;517173.3
123;4;1;0;0;0;266;São Paulo;São Paulo;SP;Profissional Liberal;01. 18 a 24 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;13;Agosto;2021;1;252570;168380;7577.1;260147.1
124;4;1;0;0;0;890;Curitiba;Paraná;PR;Profissional Liberal;06. 46 a 50 anos;19;250;3;4;5;BMW M3;BMW;sedan;757950;{250, 3.0, 4, 5, 3};60;Rafael Farias;Metrosul;Curitiba;Paraná;PR;Sul;7;24;02_BOM;3;Outubro;2020;1;151590;606360;7579.5;159169.5
125;4;1;0;0;0;881;Curitiba;Paraná;PR;Funcionário Público;06. 46 a 50 anos;13;222;3;5;5;Audi Q7;Audi;SUV;518575;{222, 3.0, 5, 5, 2};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;9;48;02_BOM;3;Outubro;2020;1;363002.5;155572.5;18150.125;381152.625
126;4;1;0;0;0;522;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;13;12;04_PESSIMO;2;Setembro;2020;1;45479.7;106119.3;4547.97;50027.67
127;4;1;0;0;0;539;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos;71;241;2;4;5;Jaguar XJ;Jaguar;sedan;356950;{241, 2.0, 4, 5, 3};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;1;Agosto;2020;1;249865;107085;7495.95;257360.95
128;4;1;0;0;0;305;São Paulo;São Paulo;SP;Militar;01. 18 a 24 anos;10;248;2;2;4;Audi A5 sedan;Audi;sedan;307990;{248, 2.0, 2, 4, 3};23;Isis Cavalcanti;Viamar;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;9;Abril;2021;1;61598;246392;3079.9;64677.9
129;4;1;0;0;0;656;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos;70;260;3;2;2;Jaguar F-TYPE;Jaguar;esportivo;404166;{260, 3.0, 2, 2, 10};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;12;Julho;2021;1;363749.4;40416.6;18187.47;381936.87
130;4;1;0;0;0;42;Carapicuíba;São Paulo;SP;Autonômo;02. 26 a 30 anos;67;195;1;5;5;Fiesta hatch;Ford;hatch;65325;{195, 1.0, 5, 5, 4};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;10;Maio;2021;2;52260;78390;1567.8;53827.8
131;4;1;0;0;0;954;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};59;Pedro Moraes;Metrosul;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;13;Agosto;2021;1;67996;101994;2039.88;70035.88
132;4;1;0;0;0;864;Curitiba;Paraná;PR;Militar;01. 18 a 24 anos;38;250;6.2;4;5;Benz C Class AMG;Mercedes-Benz;sedan;489900;{250, 6.2, 4, 5, 3};59;Pedro Moraes;Metrosul;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;13;Agosto;2021;1;440910;48990;13227.3;454137.3
133;4;1;0;0;0;675;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;106;250;3.6;2;4;Camaro;Chevrolet;esportivo;397360;{250, 3.6, 2, 4, 10};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;9;Abril;2021;1;79472;317888;3973.6;83445.6
134;4;1;0;0;0;667;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos;30;210;2;5;5;BMW X3;BMW;SUV;390950;{210, 2.0, 5, 5, 2};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;10;12;03_RUIM;12;Julho;2021;1;78190;312760;5473.3;83663.3
135;4;1;0;0;0;98;São Bernardo do Campo;São Paulo;SP;Assalariado;05. 41 a 45 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};25;Sarah Gonçalves;Mercadocar;São Paulo;São Paulo;SP;Sudeste;12;36;03_RUIM;12;Julho;2021;1;385191;42799;26963.37;412154.37
136;4;1;0;0;0;517;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;10;Maio;2021;1;252570;168380;12628.5;265198.5
137;4;1;0;0;0;752;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos;47;199;1.8;4;5;Civic;Honda;sedan;112700;{199, 1.8, 4, 5, 3};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;11;Junho;2021;2;67620;157780;3381;71001
138;4;1;0;0;0;315;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};7;Lívia Sales;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;5;Dezembro;2020;1;47998;191992;1439.94;49437.94
139;4;1;0;0;0;484;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos;65;195;1.6;5;5;New Focus hatch;Ford;hatch;65235;{195, 1.6, 5, 5, 4};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;12;36;03_RUIM;12;Julho;2021;2;13047;117423;913.29;13960.29
140;4;1;0;0;0;373;São Paulo;São Paulo;SP;Assalariado;07. 51 a 55 anos;20;250;3;2;4;BMW M4 cupê;BMW;sedan;487010;{250, 3.0, 2, 4, 3};21;Emanuelly da Luz;Viamar;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;2;Setembro;2020;1;292206;194804;14610.3;306816.3
141;4;1;0;0;0;706;Niterói;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos;8;250;4;5;4;Audi RS7;Audi;cupê;1046000;{250, 4.0, 5, 4, 6};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;13;Agosto;2021;1;523000;523000;26150;549150
142;4;1;0;0;0;384;São Paulo;São Paulo;SP;Profissional Liberal;07. 51 a 55 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;14;24;04_PESSIMO;2;Setembro;2020;1;161970;107980;16197;178167
143;4;1;0;0;0;41;Cotia;São Paulo;SP;Assalariado;02. 26 a 30 anos;25;230;2;2;4;BMW 2 Series;BMW;sedan;257950;{230, 2.0, 2, 4, 3};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;9;Abril;2021;1;128975;128975;6448.75;135423.75
144;4;1;0;0;0;45;Mairiporã;São Paulo;SP;Militar;02. 26 a 30 anos;11;242;2;5;4;Audi A5 cupê;Audi;cupê;329990;{242, 2.0, 5, 4, 6};18;Diego Monteiro;Auto Shopping Cristal;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;3;Outubro;2020;1;131996;197994;6599.8;138595.8
145;4;1;0;0;0;457;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;12;Julho;2021;2;35600;320400;1780;37380
146;4;1;0;0;0;907;São José dos Pinhais;Paraná;PR;Militar;01. 18 a 24 anos;79;223;1.6;5;5;MINI JCW COUNTRYMAN;Mini;SUV;329990;{223, 1.6, 5, 5, 2};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;7;Fevereiro;2021;1;131996;197994;3959.88;135955.88
147;4;1;0;0;0;258;São Paulo;São Paulo;SP;Empresário;05. 41 a 45 anos;45;240;2;2;4;Benz E Class;Mercedes-Benz;sedan;557900;{240, 2.0, 2, 4, 3};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;12;Julho;2021;1;502110;55790;25105.5;527215.5
